Identificador Usuario,Tipo Suscripción,Ingresos Mensuales,Día Suscripción,Mes Suscripción,Año Suscripción,Fecha Suscripción,Día Último Pago,Mes Último Pago,Año Último Pago,Semana suscripción,Fecha Último Pago,Meses contratados,Ingresos totales,País,País2,Edad,Género,Dispositivo,Duración Plan,Duplicados,Duracion Plan (Meses),Tipo Plan,id_cliente,fecha,importe,producto,mes,año
1807,Estándar,12,8,9,23,2023-09-08,1900-01-07,1900-01-07,1900-01-24,viernes,2024-07-07,10,120,Brasil,Brasil,37,Masculino,Smartphone,1 Mes,0,1,Mensual,1807,2035-02-01,403,Plan Premium,2,2035
1809,Estándar,12,17,9,23,2023-09-17,1900-01-06,1900-01-07,1900-01-24,domingo,2024-07-06,10,120,Alemania,Alemania,40,Femenino,Tablet,12 Meses,0,12,Anual,1809,2031-10-09,146,Plan Premium,10,2031
1809,Estándar,12,17,9,23,2023-09-17,1900-01-06,1900-01-07,1900-01-24,domingo,2024-07-06,10,120,Alemania,Alemania,40,Femenino,Tablet,12 Meses,0,12,Anual,1809,2035-08-10,306,Plan Premium,8,2035
1810,Premium,14,19,9,23,2023-09-19,1900-01-09,1900-01-07,1900-01-24,martes,2024-07-09,10,140,EEUU,EEUU,27,Masculino,Ordenador,1 Mes,0,1,Mensual,1810,2027-01-19,327,Plan Estándar,1,2027
1810,Premium,14,19,9,23,2023-09-19,1900-01-09,1900-01-07,1900-01-24,martes,2024-07-09,10,140,EEUU,EEUU,27,Masculino,Ordenador,1 Mes,0,1,Mensual,1810,2031-08-31,181,Plan Básico,8,2031
1811,Básica,10,23,9,23,2023-09-23,1900-01-06,1900-01-07,1900-01-24,sábado,2024-07-06,10,100,EEUU,EEUU,47,Masculino,Smart TV,6 Meses,0,6,Semestral,1811,2024-01-05,39,Plan Premium,1,2024
1811,Básica,10,23,9,23,2023-09-23,1900-01-06,1900-01-07,1900-01-24,sábado,2024-07-06,10,100,EEUU,EEUU,47,Masculino,Smart TV,6 Meses,0,6,Semestral,1811,2024-06-10,288,Plan Estándar,6,2024
1811,Básica,10,23,9,23,2023-09-23,1900-01-06,1900-01-07,1900-01-24,sábado,2024-07-06,10,100,EEUU,EEUU,47,Masculino,Smart TV,6 Meses,0,6,Semestral,1811,2025-04-08,200,Plan Premium,4,2025
1811,Básica,10,23,9,23,2023-09-23,1900-01-06,1900-01-07,1900-01-24,sábado,2024-07-06,10,100,EEUU,EEUU,47,Masculino,Smart TV,6 Meses,0,6,Semestral,1811,2030-01-07,319,Plan Premium,1,2030
1811,Básica,10,23,9,23,2023-09-23,1900-01-06,1900-01-07,1900-01-24,sábado,2024-07-06,10,100,EEUU,EEUU,47,Masculino,Smart TV,6 Meses,0,6,Semestral,1811,2030-12-25,337,Plan Estándar,12,2030
1811,Básica,10,23,9,23,2023-09-23,1900-01-06,1900-01-07,1900-01-24,sábado,2024-07-06,10,100,EEUU,EEUU,47,Masculino,Smart TV,6 Meses,0,6,Semestral,1811,2036-04-13,307,Plan Estándar,4,2036
1812,Premium,14,26,9,23,2023-09-26,1900-01-08,1900-01-07,1900-01-24,martes,2024-07-08,10,140,Méjico,Méjico,50,Masculino,Smartphone,3 Meses,0,3,Trimestral,1812,2028-07-07,366,Plan Básico,7,2028
1812,Premium,14,26,9,23,2023-09-26,1900-01-08,1900-01-07,1900-01-24,martes,2024-07-08,10,140,Méjico,Méjico,50,Masculino,Smartphone,3 Meses,0,3,Trimestral,1812,2030-07-12,191,Plan Básico,7,2030
1813,Estándar,12,30,9,23,2023-09-30,1900-01-08,1900-01-07,1900-01-24,sábado,2024-07-08,10,120,Francia,Francia,31,Femenino,Smartphone,1 Mes,0,1,Mensual,1813,2030-09-13,335,Plan Básico,9,2030
1813,Estándar,12,30,9,23,2023-09-30,1900-01-08,1900-01-07,1900-01-24,sábado,2024-07-08,10,120,Francia,Francia,31,Femenino,Smartphone,1 Mes,0,1,Mensual,1813,2034-01-10,418,Plan Básico,1,2034
1814,Básica,10,7,10,23,2023-10-07,1900-01-10,1900-01-07,1900-01-24,sábado,2024-07-10,10,100,Reino Unido,Reino Unido,33,Masculino,Smartphone,12 Meses,0,12,Anual,1814,2033-03-10,353,Plan Premium,3,2033
1815,Estándar,12,9,10,23,2023-10-09,1900-01-07,1900-01-07,1900-01-24,lunes,2024-07-07,9,108,Australia,Australia,42,Femenino,Tablet,1 Mes,0,1,Mensual,1815,2029-12-02,76,Plan Básico,12,2029
1815,Estándar,12,9,10,23,2023-10-09,1900-01-07,1900-01-07,1900-01-24,lunes,2024-07-07,9,108,Australia,Australia,42,Femenino,Tablet,1 Mes,0,1,Mensual,1815,2034-02-17,87,Plan Premium,2,2034
1815,Estándar,12,9,10,23,2023-10-09,1900-01-07,1900-01-07,1900-01-24,lunes,2024-07-07,9,108,Australia,Australia,42,Femenino,Tablet,1 Mes,0,1,Mensual,1815,2035-12-28,194,Plan Estándar,12,2035
1817,Básica,10,13,10,23,2023-10-13,1900-01-08,1900-01-07,1900-01-24,viernes,2024-07-08,9,90,Canadá,Canadá,43,Femenino,Smartphone,3 Meses,0,3,Trimestral,1817,2023-11-04,443,Plan Básico,11,2023
1818,Estándar,12,14,10,23,2023-10-14,1900-01-10,1900-01-07,1900-01-24,sábado,2024-07-10,9,108,España,España,45,Femenino,Smart TV,12 Meses,0,12,Anual,1818,2026-04-26,79,Plan Básico,4,2026
1819,Premium,14,19,10,23,2023-10-19,1900-01-07,1900-01-07,1900-01-24,jueves,2024-07-07,9,126,Australia,Australia,48,Femenino,Tablet,12 Meses,0,12,Anual,1819,2033-03-30,30,Plan Estándar,3,2033
1820,Básica,10,20,10,23,2023-10-20,1900-01-07,1900-01-07,1900-01-24,viernes,2024-07-07,9,90,Francia,Francia,48,Femenino,Smart TV,1 Mes,0,1,Mensual,1820,2023-05-11,95,Plan Básico,5,2023
1820,Básica,10,20,10,23,2023-10-20,1900-01-07,1900-01-07,1900-01-24,viernes,2024-07-07,9,90,Francia,Francia,48,Femenino,Smart TV,1 Mes,0,1,Mensual,1820,2024-04-28,188,Plan Estándar,4,2024
1820,Básica,10,20,10,23,2023-10-20,1900-01-07,1900-01-07,1900-01-24,viernes,2024-07-07,9,90,Francia,Francia,48,Femenino,Smart TV,1 Mes,0,1,Mensual,1820,2030-11-26,383,Plan Estándar,11,2030
1822,Básica,10,24,10,23,2023-10-24,1900-01-09,1900-01-07,1900-01-24,martes,2024-07-09,9,90,Alemania,Alemania,29,Femenino,Tablet,6 Meses,0,6,Semestral,1822,2024-04-13,44,Plan Premium,4,2024
1822,Básica,10,24,10,23,2023-10-24,1900-01-09,1900-01-07,1900-01-24,martes,2024-07-09,9,90,Alemania,Alemania,29,Femenino,Tablet,6 Meses,0,6,Semestral,1822,2028-04-29,483,Plan Premium,4,2028
1822,Básica,10,24,10,23,2023-10-24,1900-01-09,1900-01-07,1900-01-24,martes,2024-07-09,9,90,Alemania,Alemania,29,Femenino,Tablet,6 Meses,0,6,Semestral,1822,2030-02-13,451,Plan Estándar,2,2030
1823,Estándar,12,28,10,23,2023-10-28,1900-01-06,1900-01-07,1900-01-24,sábado,2024-07-06,9,108,Australia,Australia,28,Masculino,Tablet,3 Meses,0,3,Trimestral,1823,2032-09-12,94,Plan Básico,9,2032
1823,Estándar,12,28,10,23,2023-10-28,1900-01-06,1900-01-07,1900-01-24,sábado,2024-07-06,9,108,Australia,Australia,28,Masculino,Tablet,3 Meses,0,3,Trimestral,1823,2034-12-03,390,Plan Estándar,12,2034
1824,Estándar,12,30,10,23,2023-10-30,1900-01-08,1900-01-07,1900-01-24,lunes,2024-07-08,9,108,EEUU,EEUU,46,Femenino,Ordenador,3 Meses,0,3,Trimestral,1824,2023-12-04,287,Plan Premium,12,2023
1824,Estándar,12,30,10,23,2023-10-30,1900-01-08,1900-01-07,1900-01-24,lunes,2024-07-08,9,108,EEUU,EEUU,46,Femenino,Ordenador,3 Meses,0,3,Trimestral,1824,2024-10-05,182,Plan Estándar,10,2024
1824,Estándar,12,30,10,23,2023-10-30,1900-01-08,1900-01-07,1900-01-24,lunes,2024-07-08,9,108,EEUU,EEUU,46,Femenino,Ordenador,3 Meses,0,3,Trimestral,1824,2025-11-20,56,Plan Básico,11,2025
1824,Estándar,12,30,10,23,2023-10-30,1900-01-08,1900-01-07,1900-01-24,lunes,2024-07-08,9,108,EEUU,EEUU,46,Femenino,Ordenador,3 Meses,0,3,Trimestral,1824,2026-12-31,110,Plan Estándar,12,2026
1824,Estándar,12,30,10,23,2023-10-30,1900-01-08,1900-01-07,1900-01-24,lunes,2024-07-08,9,108,EEUU,EEUU,46,Femenino,Ordenador,3 Meses,0,3,Trimestral,1824,2030-12-07,441,Plan Básico,12,2030
1825,Básica,10,1,11,23,2023-11-01,1900-01-08,1900-01-07,1900-01-24,miércoles,2024-07-08,9,90,Reino Unido,Reino Unido,45,Masculino,Smart TV,1 Mes,0,1,Mensual,1825,2024-08-31,449,Plan Premium,8,2024
1825,Básica,10,1,11,23,2023-11-01,1900-01-08,1900-01-07,1900-01-24,miércoles,2024-07-08,9,90,Reino Unido,Reino Unido,45,Masculino,Smart TV,1 Mes,0,1,Mensual,1825,2032-11-06,57,Plan Estándar,11,2032
1826,Premium,14,3,11,23,2023-11-03,1900-01-08,1900-01-07,1900-01-24,viernes,2024-07-08,9,126,Canadá,Canadá,30,Masculino,Tablet,1 Mes,0,1,Mensual,1826,2028-01-11,307,Plan Premium,1,2028
1826,Premium,14,3,11,23,2023-11-03,1900-01-08,1900-01-07,1900-01-24,viernes,2024-07-08,9,126,Canadá,Canadá,30,Masculino,Tablet,1 Mes,0,1,Mensual,1826,2034-08-02,227,Plan Estándar,8,2034
1826,Premium,14,3,11,23,2023-11-03,1900-01-08,1900-01-07,1900-01-24,viernes,2024-07-08,9,126,Canadá,Canadá,30,Masculino,Tablet,1 Mes,0,1,Mensual,1826,2036-05-08,289,Plan Básico,5,2036
1827,Básica,10,4,11,23,2023-11-04,1900-01-06,1900-01-07,1900-01-24,sábado,2024-07-06,9,90,Canadá,Canadá,44,Femenino,Ordenador,12 Meses,0,12,Anual,1827,2028-03-21,217,Plan Estándar,3,2028
1827,Básica,10,4,11,23,2023-11-04,1900-01-06,1900-01-07,1900-01-24,sábado,2024-07-06,9,90,Canadá,Canadá,44,Femenino,Ordenador,12 Meses,0,12,Anual,1827,2028-06-29,345,Plan Premium,6,2028
1827,Básica,10,4,11,23,2023-11-04,1900-01-06,1900-01-07,1900-01-24,sábado,2024-07-06,9,90,Canadá,Canadá,44,Femenino,Ordenador,12 Meses,0,12,Anual,1827,2033-01-30,288,Plan Premium,1,2033
1828,Estándar,12,5,11,23,2023-11-05,1900-01-07,1900-01-07,1900-01-24,domingo,2024-07-07,9,108,Australia,Australia,46,Masculino,Ordenador,3 Meses,0,3,Trimestral,1828,2024-06-09,386,Plan Básico,6,2024
1828,Estándar,12,5,11,23,2023-11-05,1900-01-07,1900-01-07,1900-01-24,domingo,2024-07-07,9,108,Australia,Australia,46,Masculino,Ordenador,3 Meses,0,3,Trimestral,1828,2028-01-03,27,Plan Estándar,1,2028
1828,Estándar,12,5,11,23,2023-11-05,1900-01-07,1900-01-07,1900-01-24,domingo,2024-07-07,9,108,Australia,Australia,46,Masculino,Ordenador,3 Meses,0,3,Trimestral,1828,2028-12-26,25,Plan Estándar,12,2028
1828,Estándar,12,5,11,23,2023-11-05,1900-01-07,1900-01-07,1900-01-24,domingo,2024-07-07,9,108,Australia,Australia,46,Masculino,Ordenador,3 Meses,0,3,Trimestral,1828,2031-11-19,475,Plan Básico,11,2031
1828,Estándar,12,5,11,23,2023-11-05,1900-01-07,1900-01-07,1900-01-24,domingo,2024-07-07,9,108,Australia,Australia,46,Masculino,Ordenador,3 Meses,0,3,Trimestral,1828,2036-03-11,268,Plan Premium,3,2036
1829,Premium,14,6,11,23,2023-11-06,1900-01-08,1900-01-07,1900-01-24,lunes,2024-07-08,9,126,Alemania,Alemania,36,Femenino,Tablet,12 Meses,0,12,Anual,1829,2025-04-20,385,Plan Básico,4,2025
1829,Premium,14,6,11,23,2023-11-06,1900-01-08,1900-01-07,1900-01-24,lunes,2024-07-08,9,126,Alemania,Alemania,36,Femenino,Tablet,12 Meses,0,12,Anual,1829,2026-07-08,66,Plan Básico,7,2026
1829,Premium,14,6,11,23,2023-11-06,1900-01-08,1900-01-07,1900-01-24,lunes,2024-07-08,9,126,Alemania,Alemania,36,Femenino,Tablet,12 Meses,0,12,Anual,1829,2029-04-26,49,Plan Estándar,4,2029
1829,Premium,14,6,11,23,2023-11-06,1900-01-08,1900-01-07,1900-01-24,lunes,2024-07-08,9,126,Alemania,Alemania,36,Femenino,Tablet,12 Meses,0,12,Anual,1829,2034-07-14,401,Plan Estándar,7,2034
1830,Básica,10,7,11,23,2023-11-07,1900-01-08,1900-01-07,1900-01-24,martes,2024-07-08,9,90,Canadá,Canadá,27,Femenino,Smartphone,1 Mes,0,1,Mensual,1830,2030-03-28,79,Plan Premium,3,2030
1830,Básica,10,7,11,23,2023-11-07,1900-01-08,1900-01-07,1900-01-24,martes,2024-07-08,9,90,Canadá,Canadá,27,Femenino,Smartphone,1 Mes,0,1,Mensual,1830,2031-01-03,292,Plan Estándar,1,2031
1831,Premium,14,5,11,23,2023-11-05,1900-01-05,1900-01-07,1900-01-24,domingo,2024-07-05,9,126,Francia,Francia,43,Masculino,Ordenador,1 Mes,0,1,Mensual,1831,2029-03-15,301,Plan Básico,3,2029
1831,Premium,14,5,11,23,2023-11-05,1900-01-05,1900-01-07,1900-01-24,domingo,2024-07-05,9,126,Francia,Francia,43,Masculino,Ordenador,1 Mes,0,1,Mensual,1831,2030-08-30,78,Plan Estándar,8,2030
1831,Premium,14,5,11,23,2023-11-05,1900-01-05,1900-01-07,1900-01-24,domingo,2024-07-05,9,126,Francia,Francia,43,Masculino,Ordenador,1 Mes,0,1,Mensual,1831,2034-10-20,94,Plan Básico,10,2034
1832,Básica,10,5,11,23,2023-11-05,1900-01-09,1900-01-07,1900-01-24,domingo,2024-07-09,9,90,Australia,Australia,48,Femenino,Smartphone,12 Meses,0,12,Anual,1832,2034-08-10,397,Plan Básico,8,2034
1834,Estándar,12,3,11,23,2023-11-03,1900-01-07,1900-01-07,1900-01-24,viernes,2024-07-07,9,108,Reino Unido,Reino Unido,44,Masculino,Smart TV,1 Mes,0,1,Mensual,1834,2031-05-26,77,Plan Básico,5,2031
1834,Estándar,12,3,11,23,2023-11-03,1900-01-07,1900-01-07,1900-01-24,viernes,2024-07-07,9,108,Reino Unido,Reino Unido,44,Masculino,Smart TV,1 Mes,0,1,Mensual,1834,2036-05-09,279,Plan Premium,5,2036
1835,Básica,10,22,10,23,2023-10-22,1900-01-06,1900-01-07,1900-01-24,domingo,2024-07-06,9,90,Francia,Francia,41,Femenino,Tablet,12 Meses,0,12,Anual,1835,2025-08-01,294,Plan Estándar,8,2025
1835,Básica,10,22,10,23,2023-10-22,1900-01-06,1900-01-07,1900-01-24,domingo,2024-07-06,9,90,Francia,Francia,41,Femenino,Tablet,12 Meses,0,12,Anual,1835,2032-04-21,159,Plan Básico,4,2032
1837,Básica,10,15,10,23,2023-10-15,1900-01-09,1900-01-07,1900-01-24,domingo,2024-07-09,9,90,Australia,Australia,28,Femenino,Smartphone,3 Meses,0,3,Trimestral,1837,2024-12-22,399,Plan Estándar,12,2024
1837,Básica,10,15,10,23,2023-10-15,1900-01-09,1900-01-07,1900-01-24,domingo,2024-07-09,9,90,Australia,Australia,28,Femenino,Smartphone,3 Meses,0,3,Trimestral,1837,2029-06-13,255,Plan Estándar,6,2029
1837,Básica,10,15,10,23,2023-10-15,1900-01-09,1900-01-07,1900-01-24,domingo,2024-07-09,9,90,Australia,Australia,28,Femenino,Smartphone,3 Meses,0,3,Trimestral,1837,2029-08-24,27,Plan Estándar,8,2029
1838,Estándar,12,24,9,23,2023-09-24,1900-01-07,1900-01-07,1900-01-24,domingo,2024-07-07,10,120,Italia,Italia,36,Femenino,Smartphone,12 Meses,0,12,Anual,1838,2033-07-27,148,Plan Básico,7,2033
1838,Estándar,12,24,9,23,2023-09-24,1900-01-07,1900-01-07,1900-01-24,domingo,2024-07-07,10,120,Italia,Italia,36,Femenino,Smartphone,12 Meses,0,12,Anual,1838,2034-03-03,264,Plan Básico,3,2034
1839,Premium,14,15,9,23,2023-09-15,1900-01-06,1900-01-07,1900-01-24,viernes,2024-07-06,10,140,EEUU,EEUU,36,Femenino,Smart TV,12 Meses,0,12,Anual,1839,2024-08-23,225,Plan Estándar,8,2024
1839,Premium,14,15,9,23,2023-09-15,1900-01-06,1900-01-07,1900-01-24,viernes,2024-07-06,10,140,EEUU,EEUU,36,Femenino,Smart TV,12 Meses,0,12,Anual,1839,2027-12-31,481,Plan Premium,12,2027
1839,Premium,14,15,9,23,2023-09-15,1900-01-06,1900-01-07,1900-01-24,viernes,2024-07-06,10,140,EEUU,EEUU,36,Femenino,Smart TV,12 Meses,0,12,Anual,1839,2030-03-27,75,Plan Básico,3,2030
1839,Premium,14,15,9,23,2023-09-15,1900-01-06,1900-01-07,1900-01-24,viernes,2024-07-06,10,140,EEUU,EEUU,36,Femenino,Smart TV,12 Meses,0,12,Anual,1839,2032-08-23,365,Plan Estándar,8,2032
1842,Básica,10,12,9,23,2023-09-12,1900-01-09,1900-01-07,1900-01-24,martes,2024-07-09,10,100,EEUU,EEUU,34,Femenino,Smartphone,1 Mes,0,1,Mensual,1842,2023-11-19,196,Plan Premium,11,2023
1842,Básica,10,12,9,23,2023-09-12,1900-01-09,1900-01-07,1900-01-24,martes,2024-07-09,10,100,EEUU,EEUU,34,Femenino,Smartphone,1 Mes,0,1,Mensual,1842,2031-01-23,335,Plan Básico,1,2031
1843,Estándar,12,11,9,23,2023-09-11,1900-01-07,1900-01-07,1900-01-24,lunes,2024-07-07,10,120,Alemania,Alemania,46,Masculino,Ordenador,1 Mes,0,1,Mensual,1843,2030-10-27,273,Plan Básico,10,2030
1844,Estándar,12,11,9,23,2023-09-11,1900-01-08,1900-01-07,1900-01-24,lunes,2024-07-08,10,120,Alemania,Alemania,47,Femenino,Smart TV,1 Mes,0,1,Mensual,1844,2023-07-26,217,Plan Básico,7,2023
1844,Estándar,12,11,9,23,2023-09-11,1900-01-08,1900-01-07,1900-01-24,lunes,2024-07-08,10,120,Alemania,Alemania,47,Femenino,Smart TV,1 Mes,0,1,Mensual,1844,2032-02-27,21,Plan Estándar,2,2032
1846,Premium,14,12,8,23,2023-08-12,1900-01-08,1900-01-07,1900-01-24,sábado,2024-07-08,11,154,EEUU,EEUU,45,Masculino,Smartphone,1 Mes,0,1,Mensual,1846,2026-02-16,223,Plan Estándar,2,2026
1846,Premium,14,12,8,23,2023-08-12,1900-01-08,1900-01-07,1900-01-24,sábado,2024-07-08,11,154,EEUU,EEUU,45,Masculino,Smartphone,1 Mes,0,1,Mensual,1846,2028-02-06,27,Plan Estándar,2,2028
1846,Premium,14,12,8,23,2023-08-12,1900-01-08,1900-01-07,1900-01-24,sábado,2024-07-08,11,154,EEUU,EEUU,45,Masculino,Smartphone,1 Mes,0,1,Mensual,1846,2031-04-02,306,Plan Estándar,4,2031
1846,Premium,14,12,8,23,2023-08-12,1900-01-08,1900-01-07,1900-01-24,sábado,2024-07-08,11,154,EEUU,EEUU,45,Masculino,Smartphone,1 Mes,0,1,Mensual,1846,2033-01-03,217,Plan Básico,1,2033
1847,Básica,10,2,8,23,2023-08-02,1900-01-07,1900-01-07,1900-01-24,miércoles,2024-07-07,12,120,EEUU,EEUU,31,Femenino,Smartphone,6 Meses,0,6,Semestral,1847,2030-07-16,269,Plan Estándar,7,2030
1848,Estándar,12,1,8,23,2023-08-01,1900-01-10,1900-01-07,1900-01-24,martes,2024-07-10,12,144,Francia,Francia,49,Masculino,Ordenador,1 Mes,0,1,Mensual,1848,2027-08-27,463,Plan Básico,8,2027
1848,Estándar,12,1,8,23,2023-08-01,1900-01-10,1900-01-07,1900-01-24,martes,2024-07-10,12,144,Francia,Francia,49,Masculino,Ordenador,1 Mes,0,1,Mensual,1848,2030-08-17,394,Plan Estándar,8,2030
1848,Estándar,12,1,8,23,2023-08-01,1900-01-10,1900-01-07,1900-01-24,martes,2024-07-10,12,144,Francia,Francia,49,Masculino,Ordenador,1 Mes,0,1,Mensual,1848,2032-02-02,420,Plan Premium,2,2032
1848,Estándar,12,1,8,23,2023-08-01,1900-01-10,1900-01-07,1900-01-24,martes,2024-07-10,12,144,Francia,Francia,49,Masculino,Ordenador,1 Mes,0,1,Mensual,1848,2033-11-01,212,Plan Estándar,11,2033
1849,Premium,14,29,7,23,2023-07-29,1900-01-07,1900-01-07,1900-01-24,sábado,2024-07-07,12,168,EEUU,EEUU,33,Femenino,Smartphone,1 Mes,0,1,Mensual,1849,2024-10-21,73,Plan Premium,10,2024
1849,Premium,14,29,7,23,2023-07-29,1900-01-07,1900-01-07,1900-01-24,sábado,2024-07-07,12,168,EEUU,EEUU,33,Femenino,Smartphone,1 Mes,0,1,Mensual,1849,2034-01-21,413,Plan Estándar,1,2034
1849,Premium,14,29,7,23,2023-07-29,1900-01-07,1900-01-07,1900-01-24,sábado,2024-07-07,12,168,EEUU,EEUU,33,Femenino,Smartphone,1 Mes,0,1,Mensual,1849,2035-01-24,401,Plan Estándar,1,2035
1850,Básica,10,28,7,23,2023-07-28,1900-01-08,1900-01-07,1900-01-24,viernes,2024-07-08,12,120,Reino Unido,Reino Unido,30,Masculino,Smartphone,3 Meses,0,3,Trimestral,1850,2032-08-30,253,Plan Básico,8,2032
1851,Premium,14,25,7,23,2023-07-25,1900-01-08,1900-01-07,1900-01-24,martes,2024-07-08,12,168,EEUU,EEUU,48,Femenino,Ordenador,1 Mes,0,1,Mensual,1851,2029-01-25,489,Plan Estándar,1,2029
1851,Premium,14,25,7,23,2023-07-25,1900-01-08,1900-01-07,1900-01-24,martes,2024-07-08,12,168,EEUU,EEUU,48,Femenino,Ordenador,1 Mes,0,1,Mensual,1851,2031-01-25,75,Plan Básico,1,2031
1852,Básica,10,20,7,23,2023-07-20,1900-01-10,1900-01-07,1900-01-24,jueves,2024-07-10,12,120,Reino Unido,Reino Unido,49,Femenino,Tablet,6 Meses,0,6,Semestral,1852,2025-05-29,384,Plan Premium,5,2025
1852,Básica,10,20,7,23,2023-07-20,1900-01-10,1900-01-07,1900-01-24,jueves,2024-07-10,12,120,Reino Unido,Reino Unido,49,Femenino,Tablet,6 Meses,0,6,Semestral,1852,2027-07-18,470,Plan Estándar,7,2027
1852,Básica,10,20,7,23,2023-07-20,1900-01-10,1900-01-07,1900-01-24,jueves,2024-07-10,12,120,Reino Unido,Reino Unido,49,Femenino,Tablet,6 Meses,0,6,Semestral,1852,2028-08-04,190,Plan Estándar,8,2028
1852,Básica,10,20,7,23,2023-07-20,1900-01-10,1900-01-07,1900-01-24,jueves,2024-07-10,12,120,Reino Unido,Reino Unido,49,Femenino,Tablet,6 Meses,0,6,Semestral,1852,2029-07-31,220,Plan Premium,7,2029
1852,Básica,10,20,7,23,2023-07-20,1900-01-10,1900-01-07,1900-01-24,jueves,2024-07-10,12,120,Reino Unido,Reino Unido,49,Femenino,Tablet,6 Meses,0,6,Semestral,1852,2034-09-15,363,Plan Premium,9,2034
1853,Estándar,12,16,7,23,2023-07-16,1900-01-08,1900-01-07,1900-01-24,domingo,2024-07-08,12,144,EEUU,EEUU,43,Masculino,Ordenador,1 Mes,0,1,Mensual,1853,2024-07-14,419,Plan Estándar,7,2024
1853,Estándar,12,16,7,23,2023-07-16,1900-01-08,1900-01-07,1900-01-24,domingo,2024-07-08,12,144,EEUU,EEUU,43,Masculino,Ordenador,1 Mes,0,1,Mensual,1853,2030-05-17,147,Plan Básico,5,2030
1854,Estándar,12,16,7,23,2023-07-16,1900-01-08,1900-01-07,1900-01-24,domingo,2024-07-08,12,144,Canadá,Canadá,46,Femenino,Ordenador,12 Meses,0,12,Anual,1854,2023-06-11,471,Plan Estándar,6,2023
1854,Estándar,12,16,7,23,2023-07-16,1900-01-08,1900-01-07,1900-01-24,domingo,2024-07-08,12,144,Canadá,Canadá,46,Femenino,Ordenador,12 Meses,0,12,Anual,1854,2024-01-11,21,Plan Básico,1,2024
1854,Estándar,12,16,7,23,2023-07-16,1900-01-08,1900-01-07,1900-01-24,domingo,2024-07-08,12,144,Canadá,Canadá,46,Femenino,Ordenador,12 Meses,0,12,Anual,1854,2033-12-31,485,Plan Premium,12,2033
1854,Estándar,12,16,7,23,2023-07-16,1900-01-08,1900-01-07,1900-01-24,domingo,2024-07-08,12,144,Canadá,Canadá,46,Femenino,Ordenador,12 Meses,0,12,Anual,1854,2034-11-23,307,Plan Estándar,11,2034
1855,Básica,10,15,7,23,2023-07-15,1900-01-07,1900-01-07,1900-01-24,sábado,2024-07-07,12,120,Australia,Australia,33,Masculino,Smartphone,1 Mes,0,1,Mensual,1855,2025-09-01,121,Plan Básico,9,2025
1855,Básica,10,15,7,23,2023-07-15,1900-01-07,1900-01-07,1900-01-24,sábado,2024-07-07,12,120,Australia,Australia,33,Masculino,Smartphone,1 Mes,0,1,Mensual,1855,2029-11-02,26,Plan Estándar,11,2029
1856,Premium,14,13,7,23,2023-07-13,1900-01-09,1900-01-07,1900-01-24,jueves,2024-07-09,12,168,Australia,Australia,31,Femenino,Smartphone,6 Meses,0,6,Semestral,1856,2025-05-24,22,Plan Básico,5,2025
1856,Premium,14,13,7,23,2023-07-13,1900-01-09,1900-01-07,1900-01-24,jueves,2024-07-09,12,168,Australia,Australia,31,Femenino,Smartphone,6 Meses,0,6,Semestral,1856,2027-01-16,139,Plan Estándar,1,2027
1856,Premium,14,13,7,23,2023-07-13,1900-01-09,1900-01-07,1900-01-24,jueves,2024-07-09,12,168,Australia,Australia,31,Femenino,Smartphone,6 Meses,0,6,Semestral,1856,2029-03-29,89,Plan Estándar,3,2029
1856,Premium,14,13,7,23,2023-07-13,1900-01-09,1900-01-07,1900-01-24,jueves,2024-07-09,12,168,Australia,Australia,31,Femenino,Smartphone,6 Meses,0,6,Semestral,1856,2031-09-10,111,Plan Básico,9,2031
1856,Premium,14,13,7,23,2023-07-13,1900-01-09,1900-01-07,1900-01-24,jueves,2024-07-09,12,168,Australia,Australia,31,Femenino,Smartphone,6 Meses,0,6,Semestral,1856,2032-03-31,395,Plan Estándar,3,2032
1856,Premium,14,13,7,23,2023-07-13,1900-01-09,1900-01-07,1900-01-24,jueves,2024-07-09,12,168,Australia,Australia,31,Femenino,Smartphone,6 Meses,0,6,Semestral,1856,2032-11-22,389,Plan Premium,11,2032
1856,Premium,14,13,7,23,2023-07-13,1900-01-09,1900-01-07,1900-01-24,jueves,2024-07-09,12,168,Australia,Australia,31,Femenino,Smartphone,6 Meses,0,6,Semestral,1856,2033-12-10,109,Plan Básico,12,2033
1857,Básica,10,6,7,23,2023-07-06,1900-01-07,1900-01-07,1900-01-24,jueves,2024-07-07,13,130,Alemania,Alemania,44,Femenino,Smart TV,1 Mes,0,1,Mensual,1857,2024-06-01,354,Plan Básico,6,2024
1857,Básica,10,6,7,23,2023-07-06,1900-01-07,1900-01-07,1900-01-24,jueves,2024-07-07,13,130,Alemania,Alemania,44,Femenino,Smart TV,1 Mes,0,1,Mensual,1857,2030-11-16,274,Plan Premium,11,2030
1857,Básica,10,6,7,23,2023-07-06,1900-01-07,1900-01-07,1900-01-24,jueves,2024-07-07,13,130,Alemania,Alemania,44,Femenino,Smart TV,1 Mes,0,1,Mensual,1857,2032-09-25,124,Plan Premium,9,2032
1858,Estándar,12,3,7,23,2023-07-03,1900-01-09,1900-01-07,1900-01-24,lunes,2024-07-09,13,156,Reino Unido,Reino Unido,34,Masculino,Smart TV,1 Mes,0,1,Mensual,1858,2025-07-15,92,Plan Estándar,7,2025
